path,domain,min_monet_nn,phash
data\monet_jpg\4e05523825.jpg,monet,0.1461384892463684,b99066431df3c47a
data\monet_jpg\4f045779b0.jpg,monet,0.22021442651748657,cde9d21212a5ed4d
data\monet_jpg\4f3f4ff590.jpg,monet,0.17930817604064941,82e798ed9364e8d2
data\monet_jpg\4f4de0bbba.jpg,monet,0.15999597311019897,8fb1962d902ef907
data\monet_jpg\4f7e01f097.jpg,monet,0.21869689226150513,cbc7c336b125a88b
data\monet_jpg\50855dd324.jpg,monet,0.2509598731994629,8d5752687b89ac2d
data\monet_jpg\512cd171a9.jpg,monet,0.1890794038772583,9b06243cff6199c9
data\monet_jpg\5185e8c56a.jpg,monet,0.1468467116355896,ebc68c327694896b
data\monet_jpg\51bdd25f76.jpg,monet,0.24401593208312988,ea7d884ab636b851
data\monet_jpg\51db3fc011.jpg,monet,0.1926494836807251,9a84e673199c46f3
data\monet_jpg\526a110636.jpg,monet,0.1792733073234558,c180e5f1390e87fe
data\monet_jpg\52aed0f943.jpg,monet,0.2053821086883545,85b8988aebf552f0
data\monet_jpg\52d12dc627.jpg,monet,0.20150744915008545,a0d4c27f3f344a8d
data\monet_jpg\52fc351abf.jpg,monet,0.21367430686950684,ccc9d932832de867
data\monet_jpg\536aa87152.jpg,monet,0.1995255947113037,93ce3ec1713b071c
data\monet_jpg\565f19268b.jpg,monet,0.23977923393249512,c6cd3859233f38d2
data\monet_jpg\586acab7c5.jpg,monet,0.20242911577224731,df9831e70d2c701b
data\monet_jpg\5926f85cbf.jpg,monet,0.19425958395004272,d8ddb5b24292f449
data\monet_jpg\593db29cce.jpg,monet,0.20240986347198486,b6dbdac1c9962138
data\monet_jpg\599098859e.jpg,monet,0.18000125885009766,cea5a99d1e61d116
data\monet_jpg\59df696966.jpg,monet,0.27020084857940674,adcd44c02d2d5ddc
data\monet_jpg\5aa514ffac.jpg,monet,0.17105382680892944,f8c4b483834f46fc
data\monet_jpg\5c79cfe0b3.jpg,monet,0.16264313459396362,ddecd1c72182cb61
data\monet_jpg\5cb895b722.jpg,monet,0.19483542442321777,cced49ba44a4eb64
data\monet_jpg\5e357ad790.jpg,monet,0.2290806770324707,d2e9a8afa905e887
data\monet_jpg\5ffbfe68d4.jpg,monet,0.14646118879318237,e6e6c514199b326b
data\monet_jpg\6043aadea0.jpg,monet,0.1938520073890686,bfd0e81f80a4cd35
data\monet_jpg\608ee0d370.jpg,monet,0.20091718435287476,80e2eef77b84e031
data\monet_jpg\61e735361a.jpg,monet,0.2144349217414856,808062f47efe617d
data\monet_jpg\632ddbc784.jpg,monet,0.26917564868927,95bed8c067265b1c
data\monet_jpg\661e374153.jpg,monet,0.2120921015739441,8e4e6ea6391199da
data\monet_jpg\66226e18fc.jpg,monet,0.20963776111602783,bb80763bbc06e3b0
data\monet_jpg\66a144f547.jpg,monet,0.14452427625656128,e9b2d3d8492c35b2
data\monet_jpg\6742294320.jpg,monet,0.21205395460128784,81dc3303e43bcc3f
data\monet_jpg\676a5a4c2e.jpg,monet,0.24365490674972534,8f87cd384e71718c
data\monet_jpg\6782e7cb2a.jpg,monet,0.22935277223587036,d3fbbed080936864
data\monet_jpg\68729aac07.jpg,monet,0.27021974325180054,deae117164966b23
data\monet_jpg\68b60c04b7.jpg,monet,0.2719534635543823,8f6160e69c5b711d
data\monet_jpg\68d60af226.jpg,monet,0.2540487051010132,f04d33b0cbc4a6ad
data\monet_jpg\695897bd4a.jpg,monet,0.2391263246536255,cacab2b624ec8735
data\monet_jpg\69f4b75a37.jpg,monet,0.23502802848815918,9272cbb0254fa1af
data\monet_jpg\6a03aea8be.jpg,monet,0.2141321897506714,c5a48d32d2daca8f
data\monet_jpg\6bbe0e63c6.jpg,monet,0.1658104658126831,b09e07cbf56848ec
data\monet_jpg\6bfbd1df5b.jpg,monet,0.21255677938461304,ea566b69716ce850
data\monet_jpg\6c6cc46498.jpg,monet,0.2677173614501953,d6c43d5962a2ad69
data\monet_jpg\6d0e87f557.jpg,monet,0.18777626752853394,ad2f96c67ade0428
data\monet_jpg\6e0429f92e.jpg,monet,0.17121708393096924,d595363882fb4738
data\monet_jpg\6ee7c39dbc.jpg,monet,0.16264313459396362,e7e48c1e889bca9a
data\monet_jpg\6f0b9df5c5.jpg,monet,0.17324304580688477,a1b40e73ff10e728
data\monet_jpg\7017e6caa1.jpg,monet,0.21355372667312622,8fcf92caa293ac32
data\monet_jpg\7054793632.jpg,monet,0.22182846069335938,ee8b91da340b0eb5
data\monet_jpg\70bc945f95.jpg,monet,0.19090867042541504,caca9baab6b424b4
data\monet_jpg\718445ebe3.jpg,monet,0.26597195863723755,8f92700f3fe1305b
data\monet_jpg\7239ba0b55.jpg,monet,0.2847324013710022,dbfad03827daa10c
data\monet_jpg\730f325b64.jpg,monet,0.1938520073890686,8af4d56aa695fc02
data\monet_jpg\732d76a469.jpg,monet,0.2521480321884155,ced9e467196ec0e0
data\monet_jpg\7341d96c1d.jpg,monet,0.22788166999816895,cc9b632cf8cc2587
data\monet_jpg\73f33a12c5.jpg,monet,0.25983768701553345,991998a5276beaca
data\monet_jpg\74e452fb31.jpg,monet,0.1974928379058838,fee08515c09a72ee
data\monet_jpg\76cc7181f8.jpg,monet,0.14039307832717896,911f2de525d19ab8
data\monet_jpg\77b37629f2.jpg,monet,0.22024840116500854,d50a2dd2922c3cf7
data\monet_jpg\79224da51f.jpg,monet,0.21626746654510498,c047b97895c7729a
data\monet_jpg\79292e1434.jpg,monet,0.11152184009552002,e5d293ec300ee2d3
data\monet_jpg\7952021d2f.jpg,monet,0.14452427625656128,a5b2d75a492d24b5
data\monet_jpg\7960adbd50.jpg,monet,0.15999597311019897,8492f26394ba73d5
data\monet_jpg\7cb36714d0.jpg,monet,0.1775936484336853,c2da99b43a73054f
data\monet_jpg\7d64c3100c.jpg,monet,0.08247733116149902,dfd4c0299c3c61f2
data\monet_jpg\8044a92484.jpg,monet,0.19522517919540405,eac2b161b6665b16
data\monet_jpg\8077b7e9e7.jpg,monet,0.30530619621276855,c0c6616d797b1ea1
data\monet_jpg\8114fa2607.jpg,monet,0.2293320894241333,90587ae71f0bf886
data\monet_jpg\815624563e.jpg,monet,0.18859457969665527,f980eb2e8a4ed075
data\monet_jpg\82991e742a.jpg,monet,0.25455909967422485,d1ceaa6186714eb5
data\monet_jpg\82b9fd68b1.jpg,monet,0.14039307832717896,d189c3a3b3f312ca
data\monet_jpg\8314acfd35.jpg,monet,0.17105382680892944,878f42cc8db5f132
data\monet_jpg\853f8d711f.jpg,monet,0.19632959365844727,98a7ac9358a65e59
data\monet_jpg\85580214be.jpg,monet,0.3426058292388916,e59256a598cb67d0
data\monet_jpg\88402296cc.jpg,monet,0.11029475927352905,d8c39e8466fa0f68
data\monet_jpg\893db2701d.jpg,monet,0.18982702493667603,8f3ec002d0dd6dcb
data\monet_jpg\89964efa86.jpg,monet,0.17121708393096924,daa0292eda1c37e9
data\monet_jpg\89d970411d.jpg,monet,0.21786433458328247,9fc7612038cfa738
data\monet_jpg\89fcbf2f76.jpg,monet,0.24044173955917358,95f7f00354f8c43a
data\monet_jpg\8b54448a07.jpg,monet,0.22514307498931885,83e47c0fa0cb788f
data\monet_jpg\8b7948248f.jpg,monet,0.21839338541030884,ce261ce8237b9879
data\monet_jpg\8b841420b4.jpg,monet,0.20763254165649414,98f4c36758b60b56
data\monet_jpg\8c48e112d0.jpg,monet,0.27390068769454956,8f70b8a445cf623e
data\monet_jpg\8c8011c291.jpg,monet,0.2441839575767517,92bc90ee9027d99b
data\monet_jpg\8cfd45a2e2.jpg,monet,0.22892653942108154,f83c259333a7e154
data\monet_jpg\8e5ff15568.jpg,monet,0.2227230668067932,c9e1e8c931df6198
data\monet_jpg\8ee2933868.jpg,monet,0.32878851890563965,bebfdc4c0485b192
data\monet_jpg\8f02369f42.jpg,monet,0.29040682315826416,bde1990e364b9172
data\monet_jpg\910610e827.jpg,monet,0.2870122790336609,d43c83c3743c8bc7
data\monet_jpg\910729e0ce.jpg,monet,0.1461384892463684,9fbe624703f14670
data\monet_jpg\92c0ba8c0d.jpg,monet,0.21487116813659668,fb8d4023c5b632ce
data\monet_jpg\93132f89ee.jpg,monet,0.1784595251083374,b8f5b4d68417a83a
data\monet_jpg\932d0dd808.jpg,monet,0.16827183961868286,81c0d81b7a7a8f3e
data\monet_jpg\95a53d7b0b.jpg,monet,0.2048574686050415,8496e7c993ea6a32
data\monet_jpg\95b5f01a85.jpg,monet,0.2403566837310791,c493316cf04b4ee7
data\monet_jpg\9843bc25c5.jpg,monet,0.29275619983673096,8be1b4e09ef4c2c3
data\monet_jpg\9908d1daa9.jpg,monet,0.08654731512069702,f9dd4da8a26a4a43
data\monet_jpg\990ed28f62.jpg,monet,0.17695599794387817,dcc3833ef6032b52
data\monet_jpg\9963d64ebf.jpg,monet,0.27021974325180054,885f398d8279d46b
data\monet_jpg\99a51d3e25.jpg,monet,0.15062707662582397,8098e3675cc3be53
data\monet_jpg\99d94af5dd.jpg,monet,0.2174014449119568,dbc8e460331f1d4d
data\monet_jpg\9ae6552353.jpg,monet,0.2307225465774536,91ccb6d8a4bea932
data\monet_jpg\9d58456cc3.jpg,monet,0.22892653942108154,ce2e384df3894633
data\monet_jpg\9d9a4fccfb.jpg,monet,0.27675729990005493,cfcc0371e4393b34
data\monet_jpg\9db9843ed1.jpg,monet,0.1387639045715332,aed69a7571290d23
data\monet_jpg\9f409e3376.jpg,monet,0.21235573291778564,c2d1bead4ad214ad
data\monet_jpg\9fc868e864.jpg,monet,0.23665869235992432,d7eaf611496c3219
data\monet_jpg\a030bc32e6.jpg,monet,0.27934134006500244,c2b9cc64bbc6107d
data\monet_jpg\a06b54dfe9.jpg,monet,0.17693215608596802,d60ba9a5256e668b
data\monet_jpg\a202b1b200.jpg,monet,0.22729909420013428,8ddc9236766f4909
data\monet_jpg\a210ceedc7.jpg,monet,0.21941602230072021,a1c5976b38d720ad
data\monet_jpg\a4e4a61fb2.jpg,monet,0.16941505670547485,ac9c4c6be137894b
data\monet_jpg\a59f3f5b89.jpg,monet,0.263139545917511,f9a8bbb59cd0c0c8
data\monet_jpg\a619072f82.jpg,monet,0.2302178144454956,9aad92d936e068f1
data\monet_jpg\a6291c2a1c.jpg,monet,0.19398289918899536,a48cd2d34f706f1c
data\monet_jpg\a642e9cb6f.jpg,monet,0.2462940216064453,f914fa2ca1e0a2fc
data\monet_jpg\a7977705be.jpg,monet,0.14675837755203247,e52759e465d91ac4
data\monet_jpg\a7d53885e8.jpg,monet,0.2497745156288147,8897cbda72a66163
data\monet_jpg\a885da7b52.jpg,monet,0.18810534477233887,9d9de5e422c9c962
data\monet_jpg\a8fbbe3eb1.jpg,monet,0.20289605855941772,a3a2dc59b1622ece
data\monet_jpg\a96b79a93f.jpg,monet,0.15823018550872803,85e0f23f760781ba
data\monet_jpg\aa76c7625a.jpg,monet,0.1784595251083374,aaac2719e691ccd3
data\monet_jpg\ad0101d010.jpg,monet,0.2125888466835022,8f9eeccf1090f095
data\monet_jpg\ad8ce41fc0.jpg,monet,0.22458648681640625,c3eade3e32426598
data\monet_jpg\b1310da865.jpg,monet,0.22456574440002441,c4fb80fd0e703f30
data\monet_jpg\b13c0973ee.jpg,monet,0.17310410737991333,c0bfb64895d52a35
data\monet_jpg\b1ea5d5a7d.jpg,monet,0.1626296043395996,f686837919c689b3
data\monet_jpg\b256e61a5d.jpg,monet,0.18740075826644897,8decfb723688017a
data\monet_jpg\b2ce76c750.jpg,monet,0.21621191501617432,9196c9cc4e70b3d3
data\monet_jpg\b3adc75e7d.jpg,monet,0.23153197765350342,cfcb9aca32d2a432
data\monet_jpg\b44f24c048.jpg,monet,0.199690580368042,cdcdcb9c4e85a303
data\monet_jpg\b5c2fe7c4c.jpg,monet,0.17726421356201172,c9ad9e5232cb261e
data\monet_jpg\b76d52e05a.jpg,monet,0.17695599794387817,cbb026b3d996f00e
data\monet_jpg\b99546090b.jpg,monet,0.16209226846694946,d5d594353b6a0e25
data\monet_jpg\ba52f976af.jpg,monet,0.1824803352355957,da9aad261489caee
data\monet_jpg\baf6efabfe.jpg,monet,0.2270013689994812,9c9e8be947873243
data\monet_jpg\bbc5ac4564.jpg,monet,0.1950511336326599,95d8e8a8e5b10fca
data\monet_jpg\bc4b364a44.jpg,monet,0.1775936484336853,b3c347b168565bd0
data\monet_jpg\bf6db09354.jpg,monet,0.23868227005004883,93b3e8c9c06f44ce
data\monet_jpg\c14505c1da.jpg,monet,0.2253042459487915,8fb2c1657b0e940f
data\monet_jpg\c1dc1a85a4.jpg,monet,0.14675837755203247,9235a5e58c89ab6b
data\monet_jpg\c2576267d4.jpg,monet,0.19266605377197266,89526b79332e85d6
data\monet_jpg\c4622e3fb6.jpg,monet,0.14646118879318237,b644c5185b93736b
data\monet_jpg\c67ba2060c.jpg,monet,0.21249085664749146,c7983bd02a6d906f
data\monet_jpg\c68c52e8fc.jpg,monet,0.1929672360420227,d0a880ef5cc37c7c
data\monet_jpg\c6c360756c.jpg,monet,0.22494322061538696,e42edaae6859d151
data\monet_jpg\c6c88ce9c4.jpg,monet,0.24286234378814697,99ddd68345c52c4d
data\monet_jpg\c78b4fa3a9.jpg,monet,0.2127004861831665,ae8ef078c1618737
data\monet_jpg\c7d8142152.jpg,monet,0.15527033805847168,bab815e94a926d3c
data\monet_jpg\cb50326950.jpg,monet,0.2127004861831665,ea93a91bb5ca908e
data\monet_jpg\cb9c553ded.jpg,monet,0.1679016351699829,b9c4c779841a6bc6
data\monet_jpg\cc2bb659f4.jpg,monet,0.24060052633285522,98facd5762817827
data\monet_jpg\cd6623d07d.jpg,monet,0.23947757482528687,bfd0e0255a3481ef
data\monet_jpg\cdddf326e3.jpg,monet,0.18430542945861816,d7d0f4e7e860c710
data\monet_jpg\ce3e0daddd.jpg,monet,0.19173920154571533,caca9ab2b6b48535
data\monet_jpg\ceb6cf5f31.jpg,monet,0.22608894109725952,a8e4c3cb090e77c7
data\monet_jpg\cf6488d84c.jpg,monet,0.35270577669143677,e5a11ede416e4693
data\monet_jpg\cfc6fce7b5.jpg,monet,0.19087588787078857,83fbb01e6d835b21
data\monet_jpg\d05cab011d.jpg,monet,0.2213367223739624,fcfa83417afc8086
data\monet_jpg\d087730b76.jpg,monet,0.2509598731994629,dca3c2b061c2d737
data\monet_jpg\d14c1abdd4.jpg,monet,0.2180650234222412,d1a5fa550862f0e7
data\monet_jpg\d1d9748a64.jpg,monet,0.22935277223587036,d7bde02493c06ce5
data\monet_jpg\d239dae42d.jpg,monet,0.1572900414466858,c1b9b68ec6064767
data\monet_jpg\d4116437bb.jpg,monet,0.24401593208312988,d2d22f07d89af862
data\monet_jpg\d50049fbfc.jpg,monet,0.3649618625640869,cbc535b92d043d1e
data\monet_jpg\d5b0c260a0.jpg,monet,0.234033465385437,842e6ad2b52c17e7
data\monet_jpg\d6d6e625bd.jpg,monet,0.1679016351699829,ee91d16e13e02cd3
data\monet_jpg\d729785cb8.jpg,monet,0.24905025959014893,8c6c3cc13e729375
data\monet_jpg\d754850d01.jpg,monet,0.22852450609207153,c9d4f61a072354ee
data\monet_jpg\d7948c7635.jpg,monet,0.24091613292694092,cba78425d91afd30
data\monet_jpg\d88482796d.jpg,monet,0.22520440816879272,80d6f9e6f05c4734
data\monet_jpg\d9e8704878.jpg,monet,0.22673338651657104,fee8c04d933b9912
data\monet_jpg\da72006ef5.jpg,monet,0.22971928119659424,dca365dc13812ed6
data\monet_jpg\dc33f0edbe.jpg,monet,0.18209153413772583,99b36da72d3810ec
data\monet_jpg\dcab49d080.jpg,monet,0.21323204040527344,b9c4c7b741393a26
data\monet_jpg\dcf5ea1040.jpg,monet,0.2133893370628357,80d432e0799b79be
data\monet_jpg\dd46691bd7.jpg,monet,0.19483542442321777,8df0e42b326c6957
data\monet_jpg\de6f71b00f.jpg,monet,0.21442532539367676,ccc6e261b1cc64bb
data\monet_jpg\df64ac2dcb.jpg,monet,0.2075355052947998,a4991b2765989b67
data\monet_jpg\e2253b87a0.jpg,monet,0.19492661952972412,b2e9ce7295894695
data\monet_jpg\e291f8144f.jpg,monet,0.2517239451408386,e686bc319dd62c52
data\monet_jpg\e3112413b1.jpg,monet,0.184675395488739,9c9be26499a25bd1
data\monet_jpg\e37407c747.jpg,monet,0.12924551963806152,c1b71e8d26de0e51
data\monet_jpg\e510a74d3c.jpg,monet,0.17693215608596802,b8c5ae6731f8912a
data\monet_jpg\e568f84fad.jpg,monet,0.1625537872314453,c9c90cb463ed8f1a
data\monet_jpg\e753318d04.jpg,monet,0.18060654401779175,d286b561324eceb5
data\monet_jpg\e88d9de918.jpg,monet,0.20564895868301392,c5bf9a1276893562
data\monet_jpg\e9580cd500.jpg,monet,0.21786433458328247,91b7cbc16d8e309c
data\monet_jpg\e9f5563817.jpg,monet,0.19522517919540405,9386e2469979ce6a
data\monet_jpg\e9f686534b.jpg,monet,0.2248280644416809,dde1873e6095b18c
data\monet_jpg\eb3cc5c559.jpg,monet,0.08312427997589111,82cee735db346642
data\monet_jpg\ec3398cef9.jpg,monet,0.23882722854614258,d1cca0b6bf81666c
data\monet_jpg\ec78d80dbd.jpg,monet,0.24058610200881958,be900cfcebc3d00d
data\monet_jpg\ed597655a0.jpg,monet,0.2273188829421997,acd3733c0c267ae1
data\monet_jpg\ede9769cb3.jpg,monet,0.16049730777740479,b9fb845e4e813899
data\monet_jpg\ee7adac58f.jpg,monet,0.16028869152069092,c2d6f1981ab3f0c6
data\monet_jpg\f04c9d8e34.jpg,monet,0.24811911582946777,cbad047fca24e456
data\monet_jpg\f0884db067.jpg,monet,0.24414700269699097,d1d6658d9863076d
data\monet_jpg\f0d789c4bc.jpg,monet,0.1589130163192749,c6c27f87c93443f0
data\monet_jpg\f4413e97bd.jpg,monet,0.2719534635543823,914406ed905efd2f
data\monet_jpg\f486c1655f.jpg,monet,0.16207414865493774,c0f67a777f22110a
data\monet_jpg\f7836c88eb.jpg,monet,0.1772133708000183,cecc2699874c3d5a
data\monet_jpg\f821791c85.jpg,monet,0.18958282470703125,d4972cb9a43a4e93
data\monet_jpg\f84fb4516a.jpg,monet,0.26009130477905273,92a393a4a5b8b6e9
data\monet_jpg\f96a8de9f3.jpg,monet,0.24880725145339966,81a08a2779bdbd2b
data\monet_jpg\fb3b06dcb2.jpg,monet,0.1387639045715332,c09f9f308ba67c2a
data\monet_jpg\fb806a2a1c.jpg,monet,0.08312427997589111,90c2a3bf5f346646
data\monet_jpg\fb93438ff9.jpg,monet,0.2644556164741516,eedac172858cc8e6
data\monet_jpg\fba982625d.jpg,monet,0.08654731512069702,b9dd4dbca06a4a43
data\monet_jpg\fc11d52502.jpg,monet,0.20963776111602783,9683e1b45f7a8e44
data\monet_jpg\fd63a333f1.jpg,monet,0.16941505670547485,a98d52ea3717ca64
data\monet_jpg\fdf1530d95.jpg,monet,0.26508474349975586,8ff0f10e580fd5c1
data\monet_jpg\ffd74c77ea.jpg,monet,0.19602608680725098,d4b18e71461bf9e0
data\photo_jpg\00068bc07f.jpg,photo,0.24696028232574463,91f25a5e8ebc3581
data\photo_jpg\000910d219.jpg,photo,0.23270940780639648,d098cc73986e35e6
data\photo_jpg\000ded5c41.jpg,photo,0.24999964237213135,99c7667b33926624
data\photo_jpg\00104fd531.jpg,photo,0.29127371311187744,929775b64246b665
data\photo_jpg\001158d595.jpg,photo,0.24822962284088135,c1e83794636c84df
data\photo_jpg\0033c5f971.jpg,photo,0.44925063848495483,c04a5f9b69a67631
data\photo_jpg\0039ebb598.jpg,photo,0.21987855434417725,ccc0ee4473dce7c0
data\photo_jpg\003aab6fdd.jpg,photo,0.3359542489051819,e8b295c415343eee
data\photo_jpg\003c6c30e0.jpg,photo,0.24337512254714966,91d34ae673331cca
data\photo_jpg\00479e2a21.jpg,photo,0.22902262210845947,c39847b2dc27f80d
data\photo_jpg\005f987f56.jpg,photo,0.2947474718093872,d1c45e51ef1c41ba
data\photo_jpg\0080f94ebc.jpg,photo,0.23218393325805664,ceeb3c87701cc5e0
data\photo_jpg\00882b7e1d.jpg,photo,0.2669530510902405,e5a80a1def456dc4
data\photo_jpg\009d534136.jpg,photo,0.23266804218292236,c1f273e4b40f6570
